Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Mon Jul 24 20:21:08 2023 Epoch 186, lr: 0.0000016, val loss: 81.70310, acc: 79.55000
Mon Jul 24 20:22:12 2023 Epoch 187, lr: 0.0000014, val loss: 81.54606, acc: 79.42000
Mon Jul 24 20:23:15 2023 Epoch 188, lr: 0.0000012, val loss: 81.55282, acc: 79.48000
Mon Jul 24 20:24:18 2023 Epoch 189, lr: 0.0000010, val loss: 81.68481, acc: 79.41000
Mon Jul 24 20:25:22 2023 Epoch 190, lr: 0.0000009, val loss: 81.51410, acc: 79.49000
Mon Jul 24 20:26:25 2023 Epoch 191, lr: 0.0000007, val loss: 81.50299, acc: 79.51000
Mon Jul 24 20:27:28 2023 Epoch 192, lr: 0.0000006, val loss: 81.68529, acc: 79.39000
Mon Jul 24 20:28:31 2023 Epoch 193, lr: 0.0000005, val loss: 81.64222, acc: 79.40000
Mon Jul 24 20:29:35 2023 Epoch 194, lr: 0.0000004, val loss: 81.64756, acc: 79.39000
Mon Jul 24 20:30:38 2023 Epoch 195, lr: 0.0000003, val loss: 81.58979, acc: 79.44000
Mon Jul 24 20:31:41 2023 Epoch 196, lr: 0.0000002, val loss: 81.59970, acc: 79.46000
Mon Jul 24 20:32:45 2023 Epoch 197, lr: 0.0000002, val loss: 81.54629, acc: 79.51000
Mon Jul 24 20:33:48 2023 Epoch 198, lr: 0.0000001, val loss: 81.60498, acc: 79.46000
Mon Jul 24 20:34:51 2023 Epoch 199, lr: 0.0000001, val loss: 81.58647, acc: 79.48000
Mon Jul 24 22:34:51 2023 Epoch 0, lr: 0.0000259, val loss: 76.77879, acc: 79.37000
Mon Jul 24 22:46:48 2023 Epoch 0, lr: 0.0000259, val loss: 76.63569, acc: 79.23000
Mon Jul 24 22:52:32 2023 Epoch 0, lr: 0.0000259, val loss: 76.63569, acc: 79.23000
Mon Jul 24 22:53:22 2023 Epoch 0, lr: 0.0000259, val loss: 92.88712, acc: 75.74000
Mon Jul 24 22:54:10 2023 Epoch 0, lr: 0.0000259, val loss: 251.42650, acc: 32.69000
Tue Jul 25 12:10:21 2023 Epoch 0, lr: 0.0000259, val loss: 127.20568, acc: 66.96000
Tue Jul 25 12:10:56 2023 Epoch 0, lr: 0.0000259, val loss: 92.88712, acc: 75.74000
Tue Jul 25 12:11:41 2023 Epoch 0, lr: 0.0000259, val loss: 76.43219, acc: 79.28000
Tue Jul 25 12:12:10 2023 Epoch 0, lr: 0.0000259, val loss: 78.03480, acc: 78.90000
Tue Jul 25 12:12:38 2023 Epoch 0, lr: 0.0000259, val loss: 92.88712, acc: 75.74000
Tue Jul 25 12:50:45 2023 Epoch 0, lr: 0.0000259, val loss: 93.11069, acc: 75.57000
Tue Jul 25 12:51:58 2023 Epoch 0, lr: 0.0000259, val loss: 261.29536, acc: 43.94000
Tue Jul 25 14:31:24 2023 Epoch 0, lr: 0.0000259, val loss: 76.43221, acc: 79.29000
Tue Jul 25 16:12:05 2023 Epoch 0, lr: 0.0000259, val loss: 76.43221, acc: 79.29000
Tue Jul 25 16:16:38 2023 Epoch 0, lr: 0.0000259, val loss: 259.08402, acc: 32.84000
Tue Jul 25 16:18:29 2023 Epoch 0, lr: 0.0000259, val loss: 259.08402, acc: 32.84000
Tue Jul 25 16:19:54 2023 Epoch 0, lr: 0.0000259, val loss: 76.43221, acc: 79.29000
Tue Jul 25 16:29:03 2023 Epoch 0, lr: 0.0000259, val loss: 76.43221, acc: 79.29000
Tue Jul 25 17:24:25 2023 Epoch 0, lr: 0.0000259, val loss: 76.52500, acc: 79.29000
Tue Jul 25 17:26:32 2023 Epoch 0, lr: 0.0000259, val loss: 76.52500, acc: 79.29000
Tue Jul 25 17:27:21 2023 Epoch 0, lr: 0.0000259, val loss: 78.17196, acc: 78.57000
Tue Jul 25 17:27:47 2023 Epoch 0, lr: 0.0000259, val loss: 111.55401, acc: 67.89000
Tue Jul 25 17:31:21 2023 Epoch 0, lr: 0.0000259, val loss: 76.52500, acc: 79.29000
Tue Jul 25 17:33:27 2023 Epoch 0, lr: 0.0000259, val loss: 78.81027, acc: 78.54000
Tue Jul 25 17:34:28 2023 Epoch 0, lr: 0.0000259, val loss: 96.78167, acc: 73.95000
Tue Jul 25 18:32:44 2023 Epoch 0, lr: 0.0000259, val loss: 97.71139, acc: 74.19000
Tue Jul 25 18:36:56 2023 Epoch 0, lr: 0.0000259, val loss: 97.34210, acc: 73.24000
Tue Jul 25 18:55:54 2023 Epoch 0, lr: 0.0000259, val loss: 105.82712, acc: 71.99000
Tue Jul 25 19:05:19 2023 Epoch 0, lr: 0.0000259, val loss: 106.04790, acc: 71.75000
Tue Jul 25 19:08:25 2023 Epoch 0, lr: 0.0000259, val loss: 106.04790, acc: 71.75000
Wed Jul 26 20:12:05 2023 Epoch 0, lr: 0.0000259, val loss: 106.04790, acc: 71.75000
Thu Jul 27 11:34:15 2023 Epoch 0, lr: 0.0000259, val loss: 106.44993, acc: 72.68000
Thu Jul 27 12:46:29 2023 Epoch 0, lr: 0.0000259, val loss: 106.98949, acc: 72.45000
Thu Jul 27 13:12:21 2023 Epoch 1, lr: 0.0000999, val loss: 97.55871, acc: 73.77000
Thu Jul 27 13:38:03 2023 Epoch 2, lr: 0.0001000, val loss: 96.22565, acc: 73.99000
Thu Jul 27 14:03:11 2023 Epoch 3, lr: 0.0000999, val loss: 92.66139, acc: 74.51000
Thu Jul 27 14:28:55 2023 Epoch 4, lr: 0.0000996, val loss: 92.07741, acc: 74.62000
Thu Jul 27 14:54:32 2023 Epoch 5, lr: 0.0000991, val loss: 89.71563, acc: 74.65000
Thu Jul 27 15:20:44 2023 Epoch 6, lr: 0.0000984, val loss: 88.20969, acc: 75.02000
Thu Jul 27 15:46:24 2023 Epoch 7, lr: 0.0000976, val loss: 87.55693, acc: 74.85000
Thu Jul 27 16:12:22 2023 Epoch 8, lr: 0.0000965, val loss: 86.73298, acc: 75.35000
Fri Jul 28 03:59:04 2023 Epoch 0, lr: 0.0000259, val loss: 243.85249, acc: 10.16000
Fri Jul 28 04:09:41 2023 Epoch 0, lr: 0.0001000, val loss: 243.89075, acc: 12.17000
Fri Jul 28 04:17:26 2023 Epoch 0, lr: 0.0001000, val loss: 238.03376, acc: 9.76000
Fri Jul 28 04:28:53 2023 Epoch 0, lr: 0.0000259, val loss: 239.51205, acc: 10.01000
Fri Jul 28 04:33:16 2023 Epoch 0, lr: 0.0000259, val loss: 241.06372, acc: 5.52000
Fri Jul 28 04:35:27 2023 Epoch 0, lr: 0.0000259, val loss: 237.80531, acc: 9.87000
Fri Jul 28 04:40:35 2023 Epoch 0, lr: 0.0000259, val loss: 247.14295, acc: 9.93000
Fri Jul 28 04:58:40 2023 Epoch 0, lr: 0.0000259, val loss: 245.54443, acc: 10.00000
Fri Jul 28 05:13:07 2023 Epoch 0, lr: 0.0000259, val loss: 233.06009, acc: 10.29000
Fri Jul 28 05:20:12 2023 Epoch 0, lr: 0.0000259, val loss: 247.70672, acc: 9.18000
Fri Jul 28 05:21:34 2023 Epoch 0, lr: 0.0000259, val loss: 249.84085, acc: 7.04000
Fri Jul 28 05:22:56 2023 Epoch 0, lr: 0.0000965, val loss: 238.77573, acc: 10.00000
Fri Jul 28 05:41:52 2023 Epoch 0, lr: 0.0000965, val loss: 243.34750, acc: 10.08000
Fri Jul 28 05:45:52 2023 Epoch 0, lr: 0.0000965, val loss: 238.17368, acc: 9.97000
Fri Jul 28 05:50:40 2023 Epoch 0, lr: 0.0000965, val loss: 93.35874, acc: 70.96000
Fri Jul 28 05:55:59 2023 Epoch 0, lr: 0.0000965, val loss: 209.35924, acc: 37.88000
Fri Jul 28 05:57:13 2023 Epoch 0, lr: 0.0000965, val loss: 93.35874, acc: 70.96000
Fri Jul 28 05:59:36 2023 Epoch 0, lr: 0.0000965, val loss: 249.25342, acc: 30.76000
Fri Jul 28 06:01:34 2023 Epoch 0, lr: 0.0000965, val loss: 93.35874, acc: 70.96000
Fri Jul 28 06:10:32 2023 Epoch 0, lr: 0.0000965, val loss: 112.67944, acc: 66.50000
Fri Jul 28 06:14:07 2023 Epoch 0, lr: 0.0000965, val loss: 117.38522, acc: 64.94000
Fri Jul 28 06:16:44 2023 Epoch 0, lr: 0.0000259, val loss: 104.42879, acc: 72.09000
Fri Jul 28 06:32:37 2023 Epoch 0, lr: 0.0000259, val loss: 101.14633, acc: 72.56000
Fri Jul 28 06:36:06 2023 Epoch 0, lr: 0.0000259, val loss: 99.39103, acc: 72.62000
Fri Jul 28 06:37:32 2023 Epoch 1, lr: 0.0000999, val loss: 90.92760, acc: 74.56000
Fri Jul 28 06:38:59 2023 Epoch 2, lr: 0.0001000, val loss: 89.05535, acc: 74.25000
Fri Jul 28 06:40:25 2023 Epoch 3, lr: 0.0000999, val loss: 88.24478, acc: 75.32000
Fri Jul 28 06:41:52 2023 Epoch 4, lr: 0.0000996, val loss: 87.37927, acc: 75.38000
Fri Jul 28 06:43:18 2023 Epoch 5, lr: 0.0000991, val loss: 86.99773, acc: 75.26000
Fri Jul 28 06:44:46 2023 Epoch 6, lr: 0.0000984, val loss: 85.70915, acc: 75.69000
Fri Jul 28 06:46:13 2023 Epoch 7, lr: 0.0000976, val loss: 85.19782, acc: 75.91000
Fri Jul 28 06:47:40 2023 Epoch 8, lr: 0.0000965, val loss: 84.48498, acc: 75.53000
Fri Jul 28 06:49:06 2023 Epoch 9, lr: 0.0000952, val loss: 85.62926, acc: 75.01000
Fri Jul 28 06:50:33 2023 Epoch 10, lr: 0.0000938, val loss: 84.82750, acc: 75.51000
Fri Jul 28 06:52:00 2023 Epoch 11, lr: 0.0000922, val loss: 82.84138, acc: 76.17000
Fri Jul 28 06:53:27 2023 Epoch 12, lr: 0.0000905, val loss: 84.66387, acc: 75.67000
Fri Jul 28 06:54:54 2023 Epoch 13, lr: 0.0000885, val loss: 84.86275, acc: 75.35000
Fri Jul 28 06:56:21 2023 Epoch 14, lr: 0.0000864, val loss: 82.92004, acc: 76.09000
Fri Jul 28 06:57:48 2023 Epoch 15, lr: 0.0000842, val loss: 83.79019, acc: 76.05000
Fri Jul 28 06:59:15 2023 Epoch 16, lr: 0.0000819, val loss: 83.50063, acc: 75.23000
Fri Jul 28 07:00:43 2023 Epoch 17, lr: 0.0000794, val loss: 83.13014, acc: 75.91000
Fri Jul 28 07:02:11 2023 Epoch 18, lr: 0.0000768, val loss: 83.31642, acc: 76.30000
Fri Jul 28 07:03:38 2023 Epoch 19, lr: 0.0000741, val loss: 83.40768, acc: 75.81000
Fri Jul 28 07:05:05 2023 Epoch 20, lr: 0.0000713, val loss: 83.32638, acc: 75.56000
Fri Jul 28 07:06:32 2023 Epoch 21, lr: 0.0000684, val loss: 83.93427, acc: 75.49000
Fri Jul 28 07:08:00 2023 Epoch 22, lr: 0.0000655, val loss: 82.80063, acc: 75.86000
Fri Jul 28 07:09:28 2023 Epoch 23, lr: 0.0000624, val loss: 81.87948, acc: 75.83000
Fri Jul 28 07:10:55 2023 Epoch 24, lr: 0.0000594, val loss: 82.91704, acc: 76.12000
Fri Jul 28 07:12:23 2023 Epoch 25, lr: 0.0000563, val loss: 83.50216, acc: 75.43000
Fri Jul 28 07:13:51 2023 Epoch 26, lr: 0.0000531, val loss: 82.49544, acc: 75.71000
Fri Jul 28 07:15:18 2023 Epoch 27, lr: 0.0000500, val loss: 83.11147, acc: 75.99000
Fri Jul 28 07:16:45 2023 Epoch 28, lr: 0.0000469, val loss: 83.98836, acc: 75.37000
Fri Jul 28 07:18:12 2023 Epoch 29, lr: 0.0000437, val loss: 82.83877, acc: 76.06000
Fri Jul 28 07:19:41 2023 Epoch 30, lr: 0.0000406, val loss: 82.29554, acc: 75.71000
Fri Jul 28 07:21:08 2023 Epoch 31, lr: 0.0000376, val loss: 82.21006, acc: 75.85000
Fri Jul 28 07:22:35 2023 Epoch 32, lr: 0.0000345, val loss: 83.94037, acc: 75.50000
Fri Jul 28 07:24:03 2023 Epoch 33, lr: 0.0000316, val loss: 82.99365, acc: 75.91000
Fri Jul 28 07:25:30 2023 Epoch 34, lr: 0.0000287, val loss: 83.25282, acc: 75.60000
Fri Jul 28 07:26:58 2023 Epoch 35, lr: 0.0000259, val loss: 84.52187, acc: 75.57000
Fri Jul 28 07:28:25 2023 Epoch 36, lr: 0.0000232, val loss: 83.05342, acc: 75.55000
Fri Jul 28 07:29:52 2023 Epoch 37, lr: 0.0000206, val loss: 82.12302, acc: 76.14000
Fri Jul 28 07:31:19 2023 Epoch 38, lr: 0.0000181, val loss: 82.17532, acc: 75.86000
Fri Jul 28 07:32:46 2023 Epoch 39, lr: 0.0000158, val loss: 81.94712, acc: 75.58000
Fri Jul 28 07:34:14 2023 Epoch 40, lr: 0.0000136, val loss: 82.48118, acc: 75.68000
Fri Jul 28 07:35:41 2023 Epoch 41, lr: 0.0000115, val loss: 82.72387, acc: 75.76000
Fri Jul 28 07:37:07 2023 Epoch 42, lr: 0.0000095, val loss: 82.67326, acc: 75.93000
Fri Jul 28 07:38:33 2023 Epoch 43, lr: 0.0000078, val loss: 81.66232, acc: 75.63000
Fri Jul 28 07:40:01 2023 Epoch 44, lr: 0.0000062, val loss: 82.27254, acc: 75.49000
Fri Jul 28 07:41:30 2023 Epoch 45, lr: 0.0000048, val loss: 82.70748, acc: 75.72000
Fri Jul 28 07:42:57 2023 Epoch 46, lr: 0.0000035, val loss: 82.05952, acc: 75.79000
Fri Jul 28 07:44:24 2023 Epoch 47, lr: 0.0000024, val loss: 82.47524, acc: 75.83000
Fri Jul 28 07:45:51 2023 Epoch 48, lr: 0.0000016, val loss: 81.67657, acc: 76.18000
Fri Jul 28 07:47:17 2023 Epoch 49, lr: 0.0000009, val loss: 82.77087, acc: 75.59000
Fri Jul 28 13:37:50 2023 Epoch 0, lr: 0.0000768, val loss: 81.66027, acc: 76.11000
Sat Jul 29 19:45:32 2023 Epoch 0, lr: 0.0001000, val loss: 236.78394, acc: 8.08000
Sat Jul 29 21:56:36 2023 Epoch 0, lr: 0.0001000, val loss: 237.57223, acc: 9.27000
Sat Jul 29 22:01:35 2023 Epoch 0, lr: 0.0001000, val loss: 248.43457, acc: 9.96000
Sat Jul 29 22:02:04 2023 Epoch 0, lr: 0.0001000, val loss: 258.23015, acc: 10.00000
Sat Jul 29 22:03:54 2023 Epoch 0, lr: 0.0000259, val loss: 76.43221, acc: 79.29000
Sat Jul 29 22:04:23 2023 Epoch 0, lr: 0.0000259, val loss: 77.26169, acc: 79.26000
Sat Jul 29 22:05:00 2023 Epoch 0, lr: 0.0000259, val loss: 95.41515, acc: 74.49000
Sat Jul 29 22:05:38 2023 Epoch 0, lr: 0.0000259, val loss: 97.73913, acc: 73.54000
Sat Jul 29 22:09:49 2023 Epoch 0, lr: 0.0000259, val loss: 97.73913, acc: 73.54000
Sat Jul 29 22:12:03 2023 Epoch 0, lr: 0.0000259, val loss: 97.73913, acc: 73.54000
Sat Jul 29 22:38:27 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sat Jul 29 22:41:16 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sat Jul 29 22:46:53 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sat Jul 29 23:24:11 2023 Epoch 0, lr: 0.0001000, val loss: 97.73434, acc: 74.07000
Sat Jul 29 23:24:47 2023 Epoch 0, lr: 0.0001000, val loss: 97.73434, acc: 74.07000
Sun Jul 30 00:01:14 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sun Jul 30 00:08:53 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sun Jul 30 00:34:06 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sun Jul 30 00:37:58 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sun Jul 30 00:38:33 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sun Jul 30 01:46:22 2023 Epoch 0, lr: 0.0000259, val loss: 99.06732, acc: 73.09000
Sun Jul 30 01:50:12 2023 Epoch 0, lr: 0.0001000, val loss: 100.26006, acc: 73.52000
Sun Jul 30 01:51:44 2023 Epoch 0, lr: 0.0001000, val loss: 100.26006, acc: 73.52000
Sun Jul 30 01:52:11 2023 Epoch 0, lr: 0.0001000, val loss: 100.26006, acc: 73.52000
Sun Jul 30 02:42:46 2023 Epoch 0, lr: 0.0001000, val loss: 78.15919, acc: 76.31000
Sun Jul 30 02:56:17 2023 Epoch 0, lr: 0.0001000, val loss: 77.54771, acc: 76.28000
Sun Jul 30 03:01:24 2023 Epoch 0, lr: 0.0001000, val loss: 97.48229, acc: 73.79000
Sun Jul 30 03:26:05 2023 Epoch 0, lr: 0.0001000, val loss: 77.63219, acc: 76.90000
Sun Jul 30 03:46:06 2023 Epoch 1, lr: 0.0001000, val loss: 75.57906, acc: 76.67000
Sun Jul 30 04:06:06 2023 Epoch 2, lr: 0.0001000, val loss: 73.87879, acc: 77.47000
Sun Jul 30 04:26:07 2023 Epoch 3, lr: 0.0001000, val loss: 73.95670, acc: 77.93000
Sun Jul 30 04:46:07 2023 Epoch 4, lr: 0.0001000, val loss: 74.49414, acc: 77.39000
Sun Jul 30 05:06:08 2023 Epoch 5, lr: 0.0001000, val loss: 74.77566, acc: 78.07000
Sun Jul 30 05:26:08 2023 Epoch 6, lr: 0.0001000, val loss: 75.45939, acc: 77.49000
Sun Jul 30 05:46:08 2023 Epoch 7, lr: 0.0001000, val loss: 73.18860, acc: 77.85000
Sun Jul 30 06:06:08 2023 Epoch 8, lr: 0.0001000, val loss: 73.86430, acc: 78.06000
Sun Jul 30 06:26:09 2023 Epoch 9, lr: 0.0001000, val loss: 72.31179, acc: 78.05000
Sun Jul 30 06:46:11 2023 Epoch 10, lr: 0.0000999, val loss: 74.17710, acc: 77.90000
Sun Jul 30 07:06:12 2023 Epoch 11, lr: 0.0000999, val loss: 75.26835, acc: 77.72000
Sun Jul 30 07:26:12 2023 Epoch 12, lr: 0.0000999, val loss: 74.21528, acc: 77.54000
Sun Jul 30 07:46:13 2023 Epoch 13, lr: 0.0000999, val loss: 73.62199, acc: 77.77000
Sun Jul 30 08:06:14 2023 Epoch 14, lr: 0.0000999, val loss: 74.63391, acc: 77.97000
Sun Jul 30 08:26:17 2023 Epoch 15, lr: 0.0000998, val loss: 74.31256, acc: 78.27000
Sun Jul 30 08:46:19 2023 Epoch 16, lr: 0.0000998, val loss: 76.61094, acc: 77.82000
Sun Jul 30 09:06:20 2023 Epoch 17, lr: 0.0000998, val loss: 72.87976, acc: 78.23000
Sun Jul 30 09:26:23 2023 Epoch 18, lr: 0.0000997, val loss: 75.30564, acc: 78.15000
Sun Jul 30 09:46:25 2023 Epoch 19, lr: 0.0000997, val loss: 75.10767, acc: 78.00000
Sun Jul 30 10:06:29 2023 Epoch 20, lr: 0.0000997, val loss: 72.71280, acc: 78.72000
Sun Jul 30 10:26:33 2023 Epoch 21, lr: 0.0000996, val loss: 76.23891, acc: 77.90000
Sun Jul 30 10:46:36 2023 Epoch 22, lr: 0.0000996, val loss: 75.44515, acc: 78.41000
Sun Jul 30 11:06:39 2023 Epoch 23, lr: 0.0000996, val loss: 73.67188, acc: 78.63000
Sun Jul 30 11:26:44 2023 Epoch 24, lr: 0.0000995, val loss: 75.12733, acc: 78.74000
Sun Jul 30 11:46:49 2023 Epoch 25, lr: 0.0000995, val loss: 75.48613, acc: 78.42000
Sun Jul 30 12:06:54 2023 Epoch 26, lr: 0.0000994, val loss: 77.35690, acc: 77.83000
Sun Jul 30 12:26:58 2023 Epoch 27, lr: 0.0000994, val loss: 78.24325, acc: 78.47000
Sun Jul 30 12:47:04 2023 Epoch 28, lr: 0.0000993, val loss: 74.83554, acc: 79.10000
Sun Jul 30 13:07:10 2023 Epoch 29, lr: 0.0000993, val loss: 79.47505, acc: 78.03000
Sun Jul 30 13:27:17 2023 Epoch 30, lr: 0.0000992, val loss: 76.43083, acc: 78.72000
Sun Jul 30 13:47:22 2023 Epoch 31, lr: 0.0000992, val loss: 80.60844, acc: 78.08000
Sun Jul 30 14:07:28 2023 Epoch 32, lr: 0.0000991, val loss: 77.31528, acc: 78.47000
Sun Jul 30 14:27:35 2023 Epoch 33, lr: 0.0000991, val loss: 77.39948, acc: 78.42000
Sun Jul 30 14:47:42 2023 Epoch 34, lr: 0.0000990, val loss: 79.48664, acc: 77.88000
Sun Jul 30 15:08:13 2023 Epoch 35, lr: 0.0000989, val loss: 77.79052, acc: 78.82000
Sun Jul 30 15:29:04 2023 Epoch 36, lr: 0.0000989, val loss: 78.63844, acc: 78.53000
Sun Jul 30 15:49:24 2023 Epoch 37, lr: 0.0000988, val loss: 80.25144, acc: 78.89000
Sun Jul 30 16:09:45 2023 Epoch 38, lr: 0.0000987, val loss: 78.76794, acc: 78.41000
Sun Jul 30 16:29:57 2023 Epoch 39, lr: 0.0000987, val loss: 84.35046, acc: 77.78000
Sun Jul 30 16:54:24 2023 Epoch 40, lr: 0.0000986, val loss: 80.87991, acc: 78.42000
Sun Jul 30 17:16:04 2023 Epoch 41, lr: 0.0000985, val loss: 81.73365, acc: 78.46000
Sun Jul 30 17:38:04 2023 Epoch 42, lr: 0.0000984, val loss: 79.43920, acc: 78.74000
Sun Jul 30 18:00:54 2023 Epoch 43, lr: 0.0000984, val loss: 83.43797, acc: 78.45000
Sun Jul 30 18:22:50 2023 Epoch 44, lr: 0.0000983, val loss: 81.18313, acc: 78.63000
Sun Jul 30 18:44:32 2023 Epoch 45, lr: 0.0000982, val loss: 82.40834, acc: 78.65000
Sun Jul 30 19:06:14 2023 Epoch 46, lr: 0.0000981, val loss: 84.03090, acc: 78.32000
Sun Jul 30 19:28:09 2023 Epoch 47, lr: 0.0000980, val loss: 81.50192, acc: 78.80000
Sun Jul 30 19:50:02 2023 Epoch 48, lr: 0.0000979, val loss: 83.88085, acc: 78.09000
Sun Jul 30 20:12:01 2023 Epoch 49, lr: 0.0000978, val loss: 85.38960, acc: 77.49000
Sun Jul 30 20:33:46 2023 Epoch 50, lr: 0.0000977, val loss: 83.81557, acc: 78.86000
Sun Jul 30 20:55:27 2023 Epoch 51, lr: 0.0000976, val loss: 86.34963, acc: 77.80000
Sun Jul 30 21:17:06 2023 Epoch 52, lr: 0.0000976, val loss: 82.32233, acc: 79.00000
Sun Jul 30 21:38:46 2023 Epoch 53, lr: 0.0000975, val loss: 82.04455, acc: 78.83000
Sun Jul 30 22:00:26 2023 Epoch 54, lr: 0.0000974, val loss: 85.74186, acc: 78.63000
Sun Jul 30 22:22:07 2023 Epoch 55, lr: 0.0000973, val loss: 82.99824, acc: 78.52000
Sun Jul 30 22:43:46 2023 Epoch 56, lr: 0.0000971, val loss: 84.94083, acc: 78.80000
Sun Jul 30 23:05:24 2023 Epoch 57, lr: 0.0000970, val loss: 87.15457, acc: 78.57000
Sun Jul 30 23:27:03 2023 Epoch 58, lr: 0.0000969, val loss: 86.20748, acc: 78.65000
Sun Jul 30 23:48:41 2023 Epoch 59, lr: 0.0000968, val loss: 84.37148, acc: 78.41000
Mon Jul 31 00:10:21 2023 Epoch 60, lr: 0.0000967, val loss: 86.33480, acc: 78.12000
Mon Jul 31 00:32:00 2023 Epoch 61, lr: 0.0000966, val loss: 90.23363, acc: 77.76000
Mon Jul 31 00:53:38 2023 Epoch 62, lr: 0.0000965, val loss: 86.12778, acc: 78.90000
Mon Jul 31 01:15:17 2023 Epoch 63, lr: 0.0000964, val loss: 85.09387, acc: 79.33000
Mon Jul 31 01:41:12 2023 Epoch 0, lr: 0.0000100, val loss: 85.79563, acc: 79.26000
Mon Jul 31 02:02:50 2023 Epoch 1, lr: 0.0000100, val loss: 85.85670, acc: 79.56000
Mon Jul 31 02:24:28 2023 Epoch 2, lr: 0.0000100, val loss: 85.86760, acc: 79.38000
Mon Jul 31 02:46:06 2023 Epoch 3, lr: 0.0000100, val loss: 86.40577, acc: 79.38000
Mon Jul 31 03:07:44 2023 Epoch 4, lr: 0.0000100, val loss: 86.56105, acc: 79.37000
Mon Jul 31 03:29:24 2023 Epoch 5, lr: 0.0000100, val loss: 86.07408, acc: 79.75000
Mon Jul 31 03:51:01 2023 Epoch 6, lr: 0.0000100, val loss: 87.46448, acc: 79.38000
Mon Jul 31 04:12:40 2023 Epoch 7, lr: 0.0000100, val loss: 87.09281, acc: 79.78000
Mon Jul 31 04:34:18 2023 Epoch 8, lr: 0.0000100, val loss: 87.64391, acc: 79.44000
Mon Jul 31 04:55:55 2023 Epoch 9, lr: 0.0000100, val loss: 88.65840, acc: 79.47000
Mon Jul 31 05:17:34 2023 Epoch 10, lr: 0.0000100, val loss: 86.96274, acc: 79.78000
Mon Jul 31 05:39:12 2023 Epoch 11, lr: 0.0000100, val loss: 87.74410, acc: 79.46000
Mon Jul 31 06:00:51 2023 Epoch 12, lr: 0.0000100, val loss: 89.00076, acc: 79.58000
Mon Jul 31 06:22:28 2023 Epoch 13, lr: 0.0000100, val loss: 88.78699, acc: 79.22000
Mon Jul 31 06:44:06 2023 Epoch 14, lr: 0.0000100, val loss: 88.72636, acc: 79.66000
Mon Jul 31 07:05:45 2023 Epoch 15, lr: 0.0000100, val loss: 87.45814, acc: 79.90000
Mon Jul 31 07:27:23 2023 Epoch 16, lr: 0.0000100, val loss: 89.35081, acc: 79.49000
Mon Jul 31 07:49:02 2023 Epoch 17, lr: 0.0000100, val loss: 89.63952, acc: 79.54000
Mon Jul 31 08:10:41 2023 Epoch 18, lr: 0.0000100, val loss: 90.43874, acc: 79.37000
Mon Jul 31 08:17:38 2023 Epoch 0, lr: 0.0001000, val loss: 98.15501, acc: 76.52000
Mon Jul 31 08:19:22 2023 Epoch 0, lr: 0.0001000, val loss: 87.45814, acc: 79.90000
Mon Jul 31 08:23:39 2023 Epoch 0, lr: 0.0001000, val loss: 98.15501, acc: 76.52000
Mon Jul 31 08:30:33 2023 Epoch 0, lr: 0.0001000, val loss: 89.33998, acc: 79.53000
Mon Jul 31 08:34:42 2023 Epoch 0, lr: 0.0001000, val loss: 87.97050, acc: 79.96000
Mon Jul 31 10:27:16 2023 Epoch 0, lr: 0.0001000, val loss: 99.06732, acc: 73.09000
Mon Jul 31 12:12:34 2023 Epoch 0, lr: 0.0001000, val loss: 99.06732, acc: 73.09000
Mon Jul 31 12:13:31 2023 Epoch 0, lr: 0.0001000, val loss: 98.14994, acc: 73.57000
Mon Jul 31 12:14:40 2023 Epoch 0, lr: 0.0001000, val loss: 97.32958, acc: 73.94000
Mon Jul 31 12:15:20 2023 Epoch 0, lr: 0.0001000, val loss: 97.02027, acc: 73.72000
Mon Jul 31 12:15:58 2023 Epoch 0, lr: 0.0001000, val loss: 93.81186, acc: 74.85000
Mon Jul 31 12:42:32 2023 Epoch 0, lr: 0.0001000, val loss: 77.01976, acc: 79.31000
Mon Jul 31 12:42:37 2023 Epoch 0, lr: 0.0001000, val loss: 76.51204, acc: 79.43000
Mon Jul 31 12:43:05 2023 Epoch 0, lr: 0.0001000, val loss: 77.01976, acc: 79.31000
Mon Jul 31 12:43:10 2023 Epoch 0, lr: 0.0001000, val loss: 76.51204, acc: 79.43000
Mon Jul 31 12:43:15 2023 Epoch 0, lr: 0.0001000, val loss: 76.35132, acc: 79.43000
Mon Jul 31 12:43:20 2023 Epoch 0, lr: 0.0001000, val loss: 77.87081, acc: 78.62000
Mon Jul 31 12:43:25 2023 Epoch 0, lr: 0.0001000, val loss: 76.90358, acc: 79.12000
Mon Jul 31 12:43:30 2023 Epoch 0, lr: 0.0001000, val loss: 76.30151, acc: 79.41000
